4470Q;2;1;1;k;k;n,d;1;2;1;2;d;25143;f;NA;k;k;k;k;k;5;2;2;1;1;1;2;1;1;k;k;k;1;1;2;2;k;k;4;k;k;k;k;5;2;2;1;1;2
1016R;2;1;1;k;k;k;1;2;1;2;k;NA;ks;5;g;k;k;k;k;5;2;2;2;1;1;2;1;1;k;k;n;1;1;2;2;k;k;2;k;k;k;k;5;2;2;1;2;1
1020R;2;1;1;NA;k;k;1;2;2;2;ab;NA512NA;ku;5;NA;ab;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;k;k;NA;5;2;2;1;1;2
2167R;2;1;1;k;k;n;1;2;1;2;k;NA;ks;5;NA;k;n;NA;NA;5;2;1;2;1;1;2;1;1;NA;k;n;1;2;1;2;ks;NA;2;k;k;k;k;5;2;2;1;1;2
2171R;2;2;1;k;k;n;1;2;1;2;f;25134;ku;6;NA;k;k;NA;NA;2;2;2;NA;1;1;2;1;2;NA;k;n;1;2;1;2;NA;NA;2;k;k;int;k;5;2;1;1;1;2
3314R;2;2;1;NA;1;n,ff;1;2;1;2;f;25134;kt;NA;NA;NA;NA;k;f;5;1;2;2;1;2;1;2;2;NA;NA;NA;1;NA;NA;1;k;NA;2;ab;div,3;n,ff;fp;NA;NA;NA;NA;NA;NA
3318R;2;1;1;k;1;n,ff;1;2;2;2;d;35241;ku;5;e;s;f;i;NA;5;1;2;2;2;2;2;1;1;NA;kl;n,ff;2;2;1;1;k;NA;2;k;1;f;k;5;2;2;1;1;2
4465R;2;1;1;k;k;k;1;2;1;2;k;NA;f;5;ab;s;f;ab;NA;5;2;2;2;1;NA;2;1;1;k;ab;f;NA;NA;NA;NA;NA;NA;2;k;k;nb;k;5;2;2;1;1;2
4678R;2;2;1;k;k;n;1;2;1;2;k;NA;k;5;ab;ab;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;k;ab;NA;k;5;2;2;1;1;2
1015S;2;2;1;k;k;k;1;2;1;2;d;45132;f;5;p;kl;ff;k;k;5;2;2;1;1;1;2;1;2;k;k;n;1;1;2;2;k;k;2;k;1;n;k;5;2;2;2;1;1
1019S;2;2;2;k;k;k;1;2;2;2;k;NA;f;4;k;NA;f;k;k;5;2;2;1;1;1;2;2;2;k;ab;NA;1;2;1;2;k;f;2;k;ab;f;k;5;2;2;1;1;1
2170S;2;2;1;NA;kl;ff;1;2;2;1;f;25431;f;6;sp;ab;NA;NA;NA;NA;2;1;1;1;2;1;2;2;NA;kl,1;n,ff;1;2;1;2;k;f;NA;sp;s;f;NA;NA;NA;NA;NA;NA;NA
3317S;2;2;2;k;2;n,ff;1;2;2;2;d;25143;k;2;k;k;int;k;k;5;2;2;1;2;1;NA;NA;NA;i;k;n;1;2;1;2;ks;ab;NA;k;s;f;k;5;2;2;1;1;1
4468S;2;2;1;k;k;k;1;2;1;2;k;NA;ku;5;k;k;k;k;k;4;1;2;2;2;1;2;1;2;k;k;n;1;2;2;2;f;k;2;k;1;n,ff;fp;NA;NA;NA;NA;NA;NA
1014T;2;1;1;k;k;n;1;2;2;2;k;NA;k;5;k;1;ff;k;k;5;2;2;1;1;1;2;1;1;k;k;k;1;2;1;2;ks;k;2;k;k;k;k;5;2;2;1;1;2
1018T;2;2;1;k;s;f;1;2;1;2;d;45132;f;0;k;s;f;k;d;NA;2;0;1;2;1;1;2;1;k;ab;f;1;1;2;1;k;f;2;nl,e;s;fk;k;6;1;2;1;1;1
2165T;2;1;2;sp;NA;NA;1;2;NA;NA;NA;NA;NA;NA;NA;s;ff;NA;NA;5;1;2;NA;NA;NA;2;1;1;p;kl;ff;1;NA;NA;NA;NA;NA;ab;ab;s;ff;k;6;2;2;1;2;1
2169T;2;1;2;k;ab;NA;2;1;2;1;NA;NA;ab;5;g;k;f;k;k;10;NA;NA;1;1;NA;2;1;2;k;2;f;1;1;2;2;ks;ab;2;NA;k;int;k;5;ab;NA;1;1;NA
3320T;2;1;1;k;1;n,ff;1;2;1;2;d;15342;NA;5;k;k;k;k;k;5;2;2;1;1;1;2;1;1;k;k;k;1;1;2;2;k;ku;2;k;1;ff;k;2;2;2;1;1;2
3366T;2;1;1;ab;ab;NA;1;2;2;2;d;25143;ab;5;e;ab;NA;p;NA;5;2;2;1;1;1;2;1;1;k;ab;NA;1;2;1;2;k;ab;0;e;ab;NA;k;5;2;2;1;1;2
4463T;1;1;2;k;sp;n;1;2;1;2;f;15243;f;5;sp;k;n;k;k;5;2;2;1;1;1;2;1;1;k;k;k;1;1;2;2;NA;k;3;k;NA;NA;k;9;NA;NA;1;NA;NA
4471T;2;1;1;k;k;n;NA;NA;NA;NA;NA;NA;NA;5;k;k;k;k;k;5;1;2;2;1;2;2;1;1;k;k;n;1;2;1;2;k;NA;2;k;k;fk;k;5;2;2;1;1;2
1605Q;1;2;2;sp;NA;f;1;1;2;2;d;25143;f;6;ab;NA;f;k;f;9;1;2;1;1;2;0;NA;1;k;NA;NA;1;1;2;2;ks;f;3;ab;kl;f;k;6;2;1;1;1;2
2172Q;1;1;1;ab;ab;f;1;2;2;1;d;25143;f;2;ab;ab;f;p;f;5;2;1;2;1;1;2;1;2;k;ab;NA;2;2;1;2;k;NA;4;NA;ab;f;k;9;2;2;1;1;2
3323Q;2;1;1;sp;NA;NA;1;2;1;2;f;15432;NA;0;ab;NA;NA;k;f;NA;2;1;1;2;1;NA;NA;NA;k;s;f;1;2;2;2;k;NA;0;i;NA;NA;fp;5;1;2;1;1;1
4679Q;2;1;1;NA;ab;NA;1;2;1;2;f;25134;f;5;NA;NA;NA;NA;NA;5;2;1;2;1;1;2;1;1;NA;ab;NA;1;1;2;1;k;NA;2;NA;ab;NA;k;2;1;2;1;1;2
1024R;2;1;2;k;NA;NA;1;1;2;1;f;15243;ks;5;ab;ab;NA;k;k;5;1;2;2;2;2;2;1;2;NA;NA;NA;1;1;NA;NA;NA;NA;2;i;ab;NA;k;6;2;2;1;1;2
2175R;2;1;1;k;ab;NA;1;2;1;2;k;NA;k;5;k;ab;NA;k;NA;5;2;2;1;2;1;2;1;1;i;NA;NA;1;1;2;2;NA;NA;2;str;ab;NA;k;4;1;2;1;1;2
3322R;2;1;1;k;1;n,ff;1;2;1;2;k;NA;k;5;k;k;k;k;k;3;2;2;1;1;1;2;1;1;k;k;n;1;1;2;2;ks;f;2;str;k;nb;k;4;1;2;1;1;2
